,Id,DateTime,LoanSerialNumber,IssuedDate,UserId,MainDebt,Status,Scor_Scorista,Scor_Scorista_Issued,FPD_30,Surplus_insur_60,Surplus_60,ltv_60,DPD_20_75,IsIssued
362,362,2023-01-16 02:00:00,0,2023-01-16 02:00:00,USER-362,28772.240769460223,LoanReturned,309.28256497186663,467.5189988296195,0.0,1.6851484356924422,1.3735180410081842,1.1025461127376603,0.0,1
363,363,2023-01-16 03:00:00,0,2023-01-16 03:00:00,USER-363,26163.458333233953,Rejected,387.8892320839641,834.4780810635092,,,,,,0
364,364,2023-01-16 04:00:00,2,2023-01-16 04:00:00,USER-364,1062.0866610187816,Cancellation,507.34378311670207,829.5709353507654,,,,,,0
365,365,2023-01-16 05:00:00,0,2023-01-16 05:00:00,USER-365,12026.993825988317,Rejected,358.6400359213891,718.212495003045,,,,,,0
366,366,2023-01-16 06:00:00,2,2023-01-16 06:00:00,USER-366,24737.73481725959,Rejected,408.7234963296251,586.5765445306265,,,,,,0
367,367,2023-01-16 07:00:00,1,2023-01-16 07:00:00,USER-367,11621.337173955751,Rejected,720.5444527264161,729.4288893357348,,,,,,0
368,368,2023-01-16 08:00:00,0,2023-01-16 08:00:00,USER-368,18444.90668501148,Cancellation,723.435984387422,604.417823167546,,,,,,0
369,369,2023-01-16 09:00:00,0,2023-01-16 09:00:00,USER-369,18583.19147386143,LoanReturned,749.6185249550372,301.92967756929386,0.0,1.192260221400011,1.1656753722321578,0.5654716644741586,0.0,1
370,370,2023-01-16 10:00:00,0,2023-01-16 10:00:00,USER-370,11585.733817125869,Cancellation,762.6353801011759,575.8508906689885,,,,,,0
371,371,2023-01-16 11:00:00,0,2023-01-16 11:00:00,USER-371,27229.74389115734,Rejected,531.2397420375655,629.4078953060789,,,,,,0
372,372,2023-01-16 12:00:00,0,2023-01-16 12:00:00,USER-372,15593.62201619741,Rejected,777.1523133814406,446.16159662665234,,,,,,0
373,373,2023-01-16 13:00:00,0,2023-01-16 13:00:00,USER-373,14478.741972187523,Rejected,589.2652812577237,411.81146033291384,,,,,,0
374,374,2023-01-16 14:00:00,0,2023-01-16 14:00:00,USER-374,29927.89862419498,Rejected,558.8284143148045,450.5950021431082,,,,,,0
375,375,2023-01-16 15:00:00,0,2023-01-16 15:00:00,USER-375,15311.510558105883,Rejected,695.1949809476766,642.9952622348262,,,,,,0
376,376,2023-01-16 16:00:00,0,2023-01-16 16:00:00,USER-376,6173.54930592885,Rejected,417.600126247949,380.3352632145539,,,,,,0
377,377,2023-01-16 17:00:00,0,2023-01-16 17:00:00,USER-377,15879.013263039704,Rejected,734.2235572551097,696.1805657312248,,,,,,0
378,378,2023-01-16 18:00:00,0,2023-01-16 18:00:00,USER-378,24606.485330077972,LoanReturned,536.2062046114117,532.4711515288852,0.0,1.0668036396602438,0.6289979059914648,1.0806294780466366,1.0,1
379,379,2023-01-16 19:00:00,0,2023-01-16 19:00:00,USER-379,23528.949480050163,Rejected,370.0124777020682,494.341322562929,,,,,,0
380,380,2023-01-16 20:00:00,0,2023-01-16 20:00:00,USER-380,23868.87118814566,Rejected,365.62155243433216,743.977210424194,,,,,,0
381,381,2023-01-16 21:00:00,0,2023-01-16 21:00:00,USER-381,21532.689735939442,LoanReturned,390.69870911568506,578.3347871900896,0.0,0.5513487196500131,0.8759902144112879,1.0856757033033215,1.0,1
382,382,2023-01-16 22:00:00,0,2023-01-16 22:00:00,USER-382,8372.317042933959,LoanReturned,789.8150038340802,508.1203086550105,0.0,0.22628279235787657,0.8127030079236596,0.8996994856531243,0.0,1
383,383,2023-01-16 23:00:00,0,2023-01-16 23:00:00,USER-383,26000.438489366712,LoanReturned,845.0158022424761,782.9850935583324,0.0,0.2144941279639295,0.8733450835156155,0.9406332359965399,0.0,1
384,384,2023-01-17 00:00:00,0,2023-01-17 00:00:00,USER-384,26909.860495911686,Rejected,496.3355895607059,502.53839770971166,,,,,,0
385,385,2023-01-17 01:00:00,0,2023-01-17 01:00:00,USER-385,6630.4282019379225,Cancellation,460.6791187129137,772.4501556188538,,,,,,0
386,386,2023-01-17 02:00:00,0,2023-01-17 02:00:00,USER-386,4783.213459990424,Rejected,420.32403492688553,577.3092841544071,,,,,,0
387,387,2023-01-17 03:00:00,0,2023-01-17 03:00:00,USER-387,29292.54408908425,Rejected,753.0990624419851,414.40390360025395,,,,,,0
388,388,2023-01-17 04:00:00,0,2023-01-17 04:00:00,USER-388,26181.39494586067,Rejected,415.06411533038187,637.0500034610961,,,,,,0
389,389,2023-01-17 05:00:00,0,2023-01-17 05:00:00,USER-389,26903.848269088456,Cancellation,808.2495714616484,456.9279394484787,,,,,,0
390,390,2023-01-17 06:00:00,8,2023-01-17 06:00:00,USER-390,26704.91515410746,LoanReturned,667.0427084342055,380.9353226969073,0.0,1.4731778274033238,1.2901728806243526,0.7506119427590865,0.0,1
391,391,2023-01-17 07:00:00,0,2023-01-17 07:00:00,USER-391,16708.91789697812,Cancellation,793.4202854180571,347.5911542687787,,,,,,0
392,392,2023-01-17 08:00:00,0,2023-01-17 08:00:00,USER-392,19745.650363308192,Cancellation,604.7054199167804,432.9335346885931,,,,,,0
393,393,2023-01-17 09:00:00,0,2023-01-17 09:00:00,USER-393,16815.52271187561,Rejected,679.8739242003733,705.1050531012052,,,,,,0
394,394,2023-01-17 10:00:00,0,2023-01-17 10:00:00,USER-394,2484.9841265195428,Cancellation,640.7019553617392,760.8995723066585,,,,,,0
395,395,2023-01-17 11:00:00,1,2023-01-17 11:00:00,USER-395,22619.58947523041,Rejected,757.1575009780884,773.9464652900568,,,,,,0
396,396,2023-01-17 12:00:00,0,2023-01-17 12:00:00,USER-396,15654.628966740529,Cancellation,759.7234461522346,448.58155054046904,,,,,,0
397,397,2023-01-17 13:00:00,0,2023-01-17 13:00:00,USER-397,19783.563168916662,Rejected,624.3861499148188,663.535113119938,,,,,,0
398,398,2023-01-17 14:00:00,0,2023-01-17 14:00:00,USER-398,15576.554344290524,Rejected,647.8792071313748,426.69473295321126,,,,,,0
399,399,2023-01-17 15:00:00,0,2023-01-17 15:00:00,USER-399,15262.528347351223,Rejected,807.0317562738064,642.5191626825322,,,,,,0
400,400,2023-01-17 16:00:00,0,2023-01-17 16:00:00,USER-400,5981.884174855238,Rejected,811.4265661807332,787.9660461729333,,,,,,0
401,401,2023-01-17 17:00:00,1,2023-01-17 17:00:00,USER-401,9082.69773909332,LoanReturned,665.3373811423498,322.49152543114474,0.0,0.735151138539384,0.30017945917601,1.0891089554884956,0.0,1
402,402,2023-01-17 18:00:00,0,2023-01-17 18:00:00,USER-402,5606.728066374718,Rejected,304.26485299523995,841.8741172489733,,,,,,0
403,403,2023-01-17 19:00:00,0,2023-01-17 19:00:00,USER-403,6674.32257313493,Rejected,357.4261681146676,754.8983326021448,,,,,,0
404,404,2023-01-17 20:00:00,0,2023-01-17 20:00:00,USER-404,29216.34403218884,Rejected,771.8683924759289,718.9141639615341,,,,,,0
405,405,2023-01-17 21:00:00,1,2023-01-17 21:00:00,USER-405,5440.289927393755,Rejected,346.59276400394083,680.2495915414851,,,,,,0
406,406,2023-01-17 22:00:00,0,2023-01-17 22:00:00,USER-406,8808.842304851023,Rejected,417.4355494702865,723.6506389026331,,,,,,0
407,407,2023-01-17 23:00:00,0,2023-01-17 23:00:00,USER-407,18127.100074418962,Rejected,426.8006741219085,847.0274458223003,,,,,,0
408,408,2023-01-18 00:00:00,1,2023-01-18 00:00:00,USER-408,18695.178710862612,Rejected,630.1291233789477,723.6052134118974,,,,,,0
409,409,2023-01-18 01:00:00,0,2023-01-18 01:00:00,USER-409,5465.249762571043,Rejected,617.1480388360703,493.3804315675799,,,,,,0
410,410,2023-01-18 02:00:00,0,2023-01-18 02:00:00,USER-410,24017.80534777116,Cancellation,459.1796378812202,637.6570191134267,,,,,,0
411,411,2023-01-18 03:00:00,2,2023-01-18 03:00:00,USER-411,23770.883169471927,Rejected,414.1862510626436,485.30765888790967,,,,,,0
412,412,2023-01-18 04:00:00,2,2023-01-18 04:00:00,USER-412,7882.213421912842,Rejected,720.4926164216117,833.535993791169,,,,,,0
413,413,2023-01-18 05:00:00,0,2023-01-18 05:00:00,USER-413,9371.322777588353,Rejected,814.5008855832868,795.0768530541352,,,,,,0
414,414,2023-01-18 06:00:00,0,2023-01-18 06:00:00,USER-414,28201.64809832541,Rejected,329.0431239540413,612.1911251045557,,,,,,0
415,415,2023-01-18 07:00:00,0,2023-01-18 07:00:00,USER-415,24944.471933404864,Cancellation,373.24925448767453,729.700564971397,,,,,,0
416,416,2023-01-18 08:00:00,0,2023-01-18 08:00:00,USER-416,21236.113958813192,Rejected,653.1901937881391,800.3278186344701,,,,,,0
417,417,2023-01-18 09:00:00,0,2023-01-18 09:00:00,USER-417,3384.763423807415,Rejected,742.4427984192841,433.98014501110765,,,,,,0
418,418,2023-01-18 10:00:00,0,2023-01-18 10:00:00,USER-418,13129.658346174696,Rejected,735.1537678270198,618.7150213108425,,,,,,0
419,419,2023-01-18 11:00:00,0,2023-01-18 11:00:00,USER-419,17219.754290227982,LoanReturned,695.8257341954791,564.9439755889016,1.0,0.951748156667302,1.0255709530137793,0.6845925798929723,1.0,1
420,420,2023-01-18 12:00:00,0,2023-01-18 12:00:00,USER-420,6434.927351529531,LoanReturned,788.0853749739506,724.3752451636178,0.0,1.5841213829835243,0.16054920020622926,0.8918432445746802,0.0,1
421,421,2023-01-18 13:00:00,0,2023-01-18 13:00:00,USER-421,13998.570881138512,Rejected,419.54188376394706,508.49538673360576,,,,,,0
422,422,2023-01-18 14:00:00,0,2023-01-18 14:00:00,USER-422,18429.75044717201,Rejected,359.01002057057093,689.9388018395055,,,,,,0
423,423,2023-01-18 15:00:00,0,2023-01-18 15:00:00,USER-423,10493.923723346577,Rejected,638.4496335502525,521.6461989564558,,,,,,0
424,424,2023-01-18 16:00:00,0,2023-01-18 16:00:00,USER-424,23647.399749564127,Rejected,752.2517403378879,361.09117555447733,,,,,,0
425,425,2023-01-18 17:00:00,0,2023-01-18 17:00:00,USER-425,25373.03786752536,Rejected,620.1239681643153,358.9167873845745,,,,,,0
426,426,2023-01-18 18:00:00,0,2023-01-18 18:00:00,USER-426,10384.674613588051,Rejected,829.6486181023985,365.4809785042531,,,,,,0
427,427,2023-01-18 19:00:00,1,2023-01-18 19:00:00,USER-427,25321.05748028126,Cancellation,737.5604537654842,317.885931762689,,,,,,0
428,428,2023-01-18 20:00:00,0,2023-01-18 20:00:00,USER-428,4003.720416987436,Cancellation,685.4354905000935,593.1352443782246,,,,,,0
429,429,2023-01-18 21:00:00,0,2023-01-18 21:00:00,USER-429,25294.143860057033,Cancellation,333.1415099794535,669.5464750910542,,,,,,0
430,430,2023-01-18 22:00:00,0,2023-01-18 22:00:00,USER-430,5429.762518360882,Rejected,359.25823130242514,369.7006210041293,,,,,,0
431,431,2023-01-18 23:00:00,0,2023-01-18 23:00:00,USER-431,3404.887422782055,LoanReturned,731.6606979251569,636.5219001218866,1.0,0.43410299817691356,0.6887459621835657,0.5012563848220387,0.0,1
432,432,2023-01-19 00:00:00,0,2023-01-19 00:00:00,USER-432,19611.486728789325,Rejected,409.0308590673661,628.7570430418516,,,,,,0
433,433,2023-01-19 01:00:00,0,2023-01-19 01:00:00,USER-433,14686.183606903536,Rejected,315.8593468434448,380.9017282682743,,,,,,0
434,434,2023-01-19 02:00:00,0,2023-01-19 02:00:00,USER-434,27328.82741197215,Rejected,800.9183771608307,522.2454299786948,,,,,,0
435,435,2023-01-19 03:00:00,0,2023-01-19 03:00:00,USER-435,11532.486686634627,Rejected,789.9429555356787,715.3246403740411,,,,,,0
436,436,2023-01-19 04:00:00,0,2023-01-19 04:00:00,USER-436,9327.415639691231,LoanReturned,420.1661049773205,309.2158140536063,1.0,1.2986937252261577,0.9537583034227575,1.1578901741452965,0.0,1
437,437,2023-01-19 05:00:00,0,2023-01-19 05:00:00,USER-437,15521.312278181753,Rejected,729.1134419401251,380.8213361441135,,,,,,0
438,438,2023-01-19 06:00:00,0,2023-01-19 06:00:00,USER-438,14222.439387291179,Cancellation,326.38881366641033,847.7056058786095,,,,,,0
439,439,2023-01-19 07:00:00,0,2023-01-19 07:00:00,USER-439,10988.413340298459,Cancellation,456.7819021027947,703.4496934319827,,,,,,0
440,440,2023-01-19 08:00:00,0,2023-01-19 08:00:00,USER-440,21118.497662251528,Cancellation,643.0167995411437,555.2716535705906,,,,,,0
441,441,2023-01-19 09:00:00,6,2023-01-19 09:00:00,USER-441,23027.29318350334,Cancellation,719.748447887112,646.390776650394,,,,,,0
442,442,2023-01-19 10:00:00,0,2023-01-19 10:00:00,USER-442,25736.535101873964,LoanIssued,305.7195538335043,765.4215338291609,0.0,0.7997900951249775,0.018752491720176456,1.1638075669470518,0.0,1
443,443,2023-01-19 11:00:00,0,2023-01-19 11:00:00,USER-443,29212.841536599943,Rejected,479.41473730055924,763.2675220545002,,,,,,0
444,444,2023-01-19 12:00:00,0,2023-01-19 12:00:00,USER-444,8733.02957184263,Cancellation,417.89005803502073,478.58578950366393,,,,,,0
445,445,2023-01-19 13:00:00,2,2023-01-19 13:00:00,USER-445,21766.710992208886,Rejected,849.329223161798,570.2102823998732,,,,,,0
446,446,2023-01-19 14:00:00,5,2023-01-19 14:00:00,USER-446,12433.488829376613,Cancellation,669.0402278118793,650.930303074254,,,,,,0
447,447,2023-01-19 15:00:00,0,2023-01-19 15:00:00,USER-447,20635.377186582133,Cancellation,523.1192990838591,339.54330408303224,,,,,,0
448,448,2023-01-19 16:00:00,0,2023-01-19 16:00:00,USER-448,14803.46902012739,Rejected,341.60893108937677,820.1881296649137,,,,,,0
449,449,2023-01-19 17:00:00,0,2023-01-19 17:00:00,USER-449,29819.419980270017,Rejected,629.2686416288301,538.0080041143051,,,,,,0
450,450,2023-01-19 18:00:00,0,2023-01-19 18:00:00,USER-450,22138.16193793175,Rejected,652.9358090148353,503.9742799918598,,,,,,0
451,451,2023-01-19 19:00:00,0,2023-01-19 19:00:00,USER-451,28622.24771259541,Rejected,749.0232601267244,798.9051987974042,,,,,,0
452,452,2023-01-19 20:00:00,0,2023-01-19 20:00:00,USER-452,25214.116934954385,Rejected,458.71726910564996,365.0576568142076,,,,,,0
453,453,2023-01-19 21:00:00,1,2023-01-19 21:00:00,USER-453,27184.12932373776,Rejected,839.785444264053,321.5934385629097,,,,,,0
454,454,2023-01-19 22:00:00,0,2023-01-19 22:00:00,USER-454,24618.15671922557,Rejected,541.7061566226722,676.7513267651507,,,,,,0
455,455,2023-01-19 23:00:00,0,2023-01-19 23:00:00,USER-455,14315.614780901431,Rejected,462.7690650627215,511.7516324578073,,,,,,0
456,456,2023-01-20 00:00:00,0,2023-01-20 00:00:00,USER-456,8301.865147059647,Cancellation,491.6471337008018,720.4616948565582,,,,,,0
457,457,2023-01-20 01:00:00,0,2023-01-20 01:00:00,USER-457,11739.285088065144,Rejected,585.772329131918,337.6995363397155,,,,,,0
458,458,2023-01-20 02:00:00,0,2023-01-20 02:00:00,USER-458,1586.850746558563,LoanReturned,815.18586047892,511.0664289444625,1.0,0.3616829205025337,0.16209939601101464,0.9972916796029451,0.0,1
459,459,2023-01-20 03:00:00,0,2023-01-20 03:00:00,USER-459,16195.801856475347,Rejected,704.3373388556703,429.4288666253617,,,,,,0
460,460,2023-01-20 04:00:00,0,2023-01-20 04:00:00,USER-460,15646.676207841852,Rejected,617.4103072050802,706.7835931206284,,,,,,0
461,461,2023-01-20 05:00:00,0,2023-01-20 05:00:00,USER-461,16232.263480084159,Cancellation,389.545713388924,424.9435607350543,,,,,,0
462,462,2023-01-20 06:00:00,0,2023-01-20 06:00:00,USER-462,29246.905524189853,LoanReturned,382.1443209899794,551.8699341258952,1.0,1.450051856986693,0.13690015413715845,0.7962678822996072,0.0,1
463,463,2023-01-20 07:00:00,0,2023-01-20 07:00:00,USER-463,27432.166100190338,Cancellation,576.2083025974603,750.3826531251916,,,,,,0
464,464,2023-01-20 08:00:00,2,2023-01-20 08:00:00,USER-464,5689.670571573132,Rejected,700.789787530907,803.4647945054583,,,,,,0
465,465,2023-01-20 09:00:00,0,2023-01-20 09:00:00,USER-465,11697.593125120786,Cancellation,713.0566950153105,697.4331865161778,,,,,,0
466,466,2023-01-20 10:00:00,0,2023-01-20 10:00:00,USER-466,13294.729204434596,Cancellation,424.25291113194214,536.0756263431244,,,,,,0
467,467,2023-01-20 11:00:00,0,2023-01-20 11:00:00,USER-467,11455.454617697786,Rejected,355.0547320659893,614.5922311085033,,,,,,0
468,468,2023-01-20 12:00:00,0,2023-01-20 12:00:00,USER-468,24156.38294451348,Rejected,511.45354408958417,679.3294709338716,,,,,,0
469,469,2023-01-20 13:00:00,3,2023-01-20 13:00:00,USER-469,16197.092426160021,Cancellation,804.9948987842408,781.212944615765,,,,,,0
470,470,2023-01-20 14:00:00,0,2023-01-20 14:00:00,USER-470,17590.894692177128,LoanReturned,599.9519889681602,788.7156916181605,0.0,1.1559135948645756,0.5620389114017171,0.62502777096015,0.0,1
471,471,2023-01-20 15:00:00,3,2023-01-20 15:00:00,USER-471,25737.39321064984,Cancellation,476.0548717574759,812.0332203185909,,,,,,0
472,472,2023-01-20 16:00:00,0,2023-01-20 16:00:00,USER-472,24371.9164490454,Cancellation,478.0007175865169,745.8911043990602,,,,,,0
473,473,2023-01-20 17:00:00,1,2023-01-20 17:00:00,USER-473,4834.134161788691,Cancellation,372.6478748722017,380.73886476791677,,,,,,0
474,474,2023-01-20 18:00:00,0,2023-01-20 18:00:00,USER-474,21703.522938425394,Rejected,560.2730548583869,711.2017433624337,,,,,,0
475,475,2023-01-20 19:00:00,10,2023-01-20 19:00:00,USER-475,13627.64773815903,Rejected,735.2494731831612,748.0258054597698,,,,,,0
476,476,2023-01-20 20:00:00,0,2023-01-20 20:00:00,USER-476,9544.818188812513,Rejected,832.7072803400378,782.8292852220111,,,,,,0
477,477,2023-01-20 21:00:00,0,2023-01-20 21:00:00,USER-477,2450.545806163404,Rejected,575.8772499768864,808.6492920398043,,,,,,0
478,478,2023-01-20 22:00:00,3,2023-01-20 22:00:00,USER-478,15130.237250018079,Cancellation,391.96820371347866,580.0378974351461,,,,,,0
479,479,2023-01-20 23:00:00,0,2023-01-20 23:00:00,USER-479,11307.66374101141,LoanReturned,675.6227198915756,660.3009823183708,1.0,0.16136686038071327,0.9330134353176716,0.8447240202282362,0.0,1
480,480,2023-01-21 00:00:00,0,2023-01-21 00:00:00,USER-480,8293.878150615623,Rejected,716.2352385099125,305.254027139333,,,,,,0
481,481,2023-01-21 01:00:00,0,2023-01-21 01:00:00,USER-481,21145.48015831177,Cancellation,339.4348621827062,615.0309622308387,,,,,,0
482,482,2023-01-21 02:00:00,0,2023-01-21 02:00:00,USER-482,23315.076232152023,Rejected,767.5765212971759,560.2591095906669,,,,,,0
483,483,2023-01-21 03:00:00,0,2023-01-21 03:00:00,USER-483,8098.8960518533195,Rejected,756.1273144977215,829.2683245821397,,,,,,0
484,484,2023-01-21 04:00:00,0,2023-01-21 04:00:00,USER-484,2433.9756637010705,Rejected,559.8975797215148,795.9401142314998,,,,,,0
485,485,2023-01-21 05:00:00,1,2023-01-21 05:00:00,USER-485,25613.828316391813,LoanReturned,608.2323852387276,738.6821611883621,0.0,0.9209872319912696,1.493947545698454,1.053987330643066,0.0,1
486,486,2023-01-21 06:00:00,0,2023-01-21 06:00:00,USER-486,1288.8324949247963,LoanReturned,692.3744350410055,331.3468014861467,0.0,1.4479985487285418,0.3811183280125751,0.9236915352908182,1.0,1
487,487,2023-01-21 07:00:00,0,2023-01-21 07:00:00,USER-487,28176.262323722687,Rejected,672.2114687845726,521.1158632558333,,,,,,0
488,488,2023-01-21 08:00:00,2,2023-01-21 08:00:00,USER-488,19200.97634549847,Rejected,309.094788006265,682.823222207008,,,,,,0
489,489,2023-01-21 09:00:00,1,2023-01-21 09:00:00,USER-489,10333.552420838289,Cancellation,367.33941711666716,316.3134089603546,,,,,,0
490,490,2023-01-21 10:00:00,0,2023-01-21 10:00:00,USER-490,8147.85937772535,Rejected,389.42480567968516,429.6975854640406,,,,,,0
491,491,2023-01-21 11:00:00,0,2023-01-21 11:00:00,USER-491,1261.164263669782,Cancellation,715.6217389896544,788.1289545649709,,,,,,0
492,492,2023-01-21 12:00:00,0,2023-01-21 12:00:00,USER-492,7828.671093315437,Cancellation,542.045959590809,371.3794220146833,,,,,,0
493,493,2023-01-21 13:00:00,0,2023-01-21 13:00:00,USER-493,4994.120743997092,Rejected,600.0264445127539,328.2554273862543,,,,,,0
494,494,2023-01-21 14:00:00,0,2023-01-21 14:00:00,USER-494,18752.820400971224,Rejected,724.9780902925163,619.3221659565681,,,,,,0
495,495,2023-01-21 15:00:00,0,2023-01-21 15:00:00,USER-495,5829.822069220238,Rejected,487.54024798524995,820.5555384852792,,,,,,0
496,496,2023-01-21 16:00:00,0,2023-01-21 16:00:00,USER-496,16330.26528856196,LoanReturned,711.8896250253251,759.0436069497512,0.0,0.11378917397662115,0.2039392972373842,0.869247600015531,0.0,1
497,497,2023-01-21 17:00:00,0,2023-01-21 17:00:00,USER-497,18113.376247989654,Cancellation,543.2646010462578,836.1248775965256,,,,,,0
498,498,2023-01-21 18:00:00,3,2023-01-21 18:00:00,USER-498,9643.20925206052,Rejected,507.4491032758136,714.4377345329372,,,,,,0
499,499,2023-01-21 19:00:00,5,2023-01-21 19:00:00,USER-499,2016.8835215428426,LoanReturned,483.17049523010706,540.5533757465143,0.0,0.7076671552834277,0.6221439725814282,1.0946109493286764,0.0,1
500,500,2023-01-21 20:00:00,0,2023-01-21 20:00:00,USER-500,2080.3625378116867,Rejected,830.7196485208106,820.6390417744308,,,,,,0
501,501,2023-01-21 21:00:00,0,2023-01-21 21:00:00,USER-501,1764.0726336236105,Rejected,724.5853758899384,534.6483031493215,,,,,,0
502,502,2023-01-21 22:00:00,0,2023-01-21 22:00:00,USER-502,22434.61534695984,Cancellation,311.1077674254412,492.5520389893344,,,,,,0
503,503,2023-01-21 23:00:00,0,2023-01-21 23:00:00,USER-503,10222.281439614646,Rejected,826.578517585011,546.5077547720887,,,,,,0
504,504,2023-01-22 00:00:00,0,2023-01-22 00:00:00,USER-504,24092.705393062246,Rejected,726.4917963496703,747.6856749103554,,,,,,0
505,505,2023-01-22 01:00:00,0,2023-01-22 01:00:00,USER-505,13520.251891442625,Rejected,382.04609294984056,804.7314524168885,,,,,,0
506,506,2023-01-22 02:00:00,1,2023-01-22 02:00:00,USER-506,14136.944924068952,Rejected,341.9859689762244,496.72516047782153,,,,,,0
507,507,2023-01-22 03:00:00,0,2023-01-22 03:00:00,USER-507,15873.595472777639,Cancellation,469.50675151269934,554.2361010927443,,,,,,0
508,508,2023-01-22 04:00:00,2,2023-01-22 04:00:00,USER-508,21677.912234878015,Cancellation,643.2998411403339,794.0800278174106,,,,,,0
509,509,2023-01-22 05:00:00,0,2023-01-22 05:00:00,USER-509,8931.583109061505,Cancellation,639.1006790322072,325.87401549076793,,,,,,0
510,510,2023-01-22 06:00:00,0,2023-01-22 06:00:00,USER-510,4526.033136472281,Cancellation,451.71756883207127,731.1277817626183,,,,,,0
511,511,2023-01-22 07:00:00,0,2023-01-22 07:00:00,USER-511,17125.662720552384,Rejected,545.1212382615797,549.8197670288865,,,,,,0
512,512,2023-01-22 08:00:00,1,2023-01-22 08:00:00,USER-512,10482.35107403944,Rejected,416.5395856425545,507.0850930773192,,,,,,0
513,513,2023-01-22 09:00:00,0,2023-01-22 09:00:00,USER-513,13832.248096373085,Rejected,327.8182768417056,545.8067105102615,,,,,,0
514,514,2023-01-22 10:00:00,0,2023-01-22 10:00:00,USER-514,19761.454541781855,Rejected,584.3337570847832,530.2798715258689,,,,,,0
515,515,2023-01-22 11:00:00,0,2023-01-22 11:00:00,USER-515,15329.646493096849,LoanReturned,490.84512383862096,716.1402400032932,0.0,1.3688645998785025,0.21896314900268454,0.7191937551365597,0.0,1
516,516,2023-01-22 12:00:00,0,2023-01-22 12:00:00,USER-516,18988.085695924445,LoanReturned,598.5853377638615,810.3711372342857,1.0,1.4592073761873543,0.03681681389764313,1.1019747791689198,0.0,1
517,517,2023-01-22 13:00:00,0,2023-01-22 13:00:00,USER-517,16781.80006129521,Rejected,820.5790273587484,570.3007039956183,,,,,,0
518,518,2023-01-22 14:00:00,6,2023-01-22 14:00:00,USER-518,22454.094786146874,Rejected,378.8536714324266,758.0035821803813,,,,,,0
519,519,2023-01-22 15:00:00,0,2023-01-22 15:00:00,USER-519,21472.16191363698,Rejected,301.0791100710254,702.5694946417312,,,,,,0
520,520,2023-01-22 16:00:00,0,2023-01-22 16:00:00,USER-520,16491.506862449954,LoanReturned,342.28301730516887,481.87443205606223,1.0,1.3181167197688481,0.8459385884824739,0.8076173819167967,1.0,1
521,521,2023-01-22 17:00:00,0,2023-01-22 17:00:00,USER-521,20688.1876049315,Rejected,554.4895628558959,623.0225979896012,,,,,,0
522,522,2023-01-22 18:00:00,3,2023-01-22 18:00:00,USER-522,26333.22846590577,Cancellation,688.812616391278,666.748621258632,,,,,,0
523,523,2023-01-22 19:00:00,0,2023-01-22 19:00:00,USER-523,13535.867345856888,Rejected,619.419981824454,312.92465453975467,,,,,,0
524,524,2023-01-22 20:00:00,0,2023-01-22 20:00:00,USER-524,12970.129109715015,Rejected,572.1920340555608,517.7755531733321,,,,,,0
525,525,2023-01-22 21:00:00,0,2023-01-22 21:00:00,USER-525,23163.123004719022,Cancellation,494.6797221008268,845.9509967161013,,,,,,0
526,526,2023-01-22 22:00:00,0,2023-01-22 22:00:00,USER-526,17894.061274217827,Rejected,470.48579434232556,650.4910348885514,,,,,,0
527,527,2023-01-22 23:00:00,0,2023-01-22 23:00:00,USER-527,3059.196626455068,Rejected,506.95739630773903,483.8342381104768,,,,,,0
528,528,2023-01-23 00:00:00,0,2023-01-23 00:00:00,USER-528,26871.248455041357,Rejected,636.3992247049891,437.5132216704003,,,,,,0
529,529,2023-01-23 01:00:00,0,2023-01-23 01:00:00,USER-529,1892.709964891564,Rejected,392.2646757260449,415.2148811554159,,,,,,0
530,530,2023-01-23 02:00:00,0,2023-01-23 02:00:00,USER-530,22703.49433008255,Cancellation,724.2491456800442,520.9027749308641,,,,,,0
531,531,2023-01-23 03:00:00,15,2023-01-23 03:00:00,USER-531,23005.030138425074,Rejected,616.3892820512107,406.29612983418525,,,,,,0
532,532,2023-01-23 04:00:00,13,2023-01-23 04:00:00,USER-532,28640.22147317598,Rejected,448.0360076862852,374.3524001294405,,,,,,0
533,533,2023-01-23 05:00:00,0,2023-01-23 05:00:00,USER-533,2569.897843667302,Cancellation,575.634129546206,500.2348064348274,,,,,,0
534,534,2023-01-23 06:00:00,0,2023-01-23 06:00:00,USER-534,18308.84896275024,Rejected,829.5282782268415,633.8498309551863,,,,,,0
535,535,2023-01-23 07:00:00,2,2023-01-23 07:00:00,USER-535,13407.376548184535,Rejected,311.2703410298567,380.5195501473706,,,,,,0
536,536,2023-01-23 08:00:00,0,2023-01-23 08:00:00,USER-536,10588.355690926719,Cancellation,409.73745249567605,324.38880062457304,,,,,,0
537,537,2023-01-23 09:00:00,0,2023-01-23 09:00:00,USER-537,3619.238248673118,LoanReturned,546.6091319468029,319.04804993503035,0.0,0.5197062775451453,1.3193587698388616,0.5016896819386927,0.0,1
538,538,2023-01-23 10:00:00,0,2023-01-23 10:00:00,USER-538,17316.969470467964,Cancellation,651.1418469789055,447.0613388397826,,,,,,0
539,539,2023-01-23 11:00:00,0,2023-01-23 11:00:00,USER-539,14892.181044563795,Rejected,416.7255464570169,404.5727597839659,,,,,,0
540,540,2023-01-23 12:00:00,2,2023-01-23 12:00:00,USER-540,4032.0792863797037,Rejected,812.2721716069079,596.5904481595837,,,,,,0
