date,sku,category,sales_units,sales_revenue
2022-07-31,SKU_038,Жакеты,23,118405.82154495035
2022-07-31,SKU_039,Пальто,10,124408.16832938646
2022-07-31,SKU_040,Куртки,18,146050.348460373
2022-07-31,SKU_041,Плащи,16,236552.01330612734
2022-07-31,SKU_042,Пальто,13,93401.33077312946
2022-07-31,SKU_043,Плащи,20,252272.28703703982
2022-07-31,SKU_044,Куртки,28,346597.62549437664
2022-07-31,SKU_045,Куртки,13,51471.26493015758
2022-07-31,SKU_046,Пальто,9,77459.25687866409
2022-07-31,SKU_047,Куртки,16,176729.06381250342
2022-07-31,SKU_048,Жакеты,20,263173.28925156716
2022-07-31,SKU_049,Куртки,18,112274.38381724103
2022-07-31,SKU_050,Плащи,21,102125.80598539469
2022-07-31,SKU_051,Плащи,23,258633.71019896734
2022-07-31,SKU_052,Плащи,16,200376.2175970608
2022-07-31,SKU_053,Плащи,20,130653.15669584963
2022-07-31,SKU_054,Жакеты,26,84507.67426890023
2022-07-31,SKU_055,Пуховики,5,71134.01219182427
2022-07-31,SKU_056,Пальто,8,57347.49019310232
2022-07-31,SKU_057,Плащи,22,192076.8862508593
2022-07-31,SKU_058,Куртки,22,283585.0902894958
2022-07-31,SKU_059,Плащи,28,301951.2026022982
2022-07-31,SKU_060,Куртки,17,196482.76235221064
2022-07-31,SKU_061,Куртки,16,75486.89711344444
2022-07-31,SKU_062,Плащи,27,244048.23881347562
2022-07-31,SKU_063,Жакеты,26,287175.12697863777
2022-07-31,SKU_064,Куртки,19,94451.85538393301
2022-07-31,SKU_065,Куртки,15,64116.210783707545
2022-07-31,SKU_066,Плащи,27,398741.08850863186
2022-07-31,SKU_067,Куртки,12,104595.19903827824
2022-07-31,SKU_068,Куртки,18,97034.02691031572
2022-07-31,SKU_069,Плащи,20,299025.9619370603
2022-07-31,SKU_070,Плащи,19,276458.579768332
2022-07-31,SKU_071,Пальто,13,120351.59365959949
2022-07-31,SKU_072,Жакеты,36,485073.80861261097
2022-07-31,SKU_073,Жакеты,38,169221.3115206414
2022-07-31,SKU_074,Куртки,19,106881.22409026894
2022-07-31,SKU_075,Жакеты,31,344244.20547902683
2022-07-31,SKU_076,Куртки,20,260131.89698195955
2022-07-31,SKU_077,Пальто,14,183851.02112181284
2022-07-31,SKU_078,Плащи,19,137913.50739918096
2022-07-31,SKU_079,Плащи,21,284361.23696174205
2022-07-31,SKU_080,Плащи,24,313489.67601546395
2022-07-31,SKU_081,Жакеты,38,538203.687145148
2022-07-31,SKU_082,Пальто,11,134303.71310929392
2022-07-31,SKU_083,Жакеты,22,235330.64084826937
2022-07-31,SKU_084,Жакеты,29,276918.8562815434
2022-07-31,SKU_085,Пальто,11,75236.43561832927
2022-07-31,SKU_086,Пальто,7,99552.14326365782
2022-07-31,SKU_087,Пальто,11,161233.92865601036
2022-07-31,SKU_088,Пальто,14,79673.61740221875
2022-07-31,SKU_089,Плащи,21,125364.3338740194
2022-07-31,SKU_090,Пуховики,4,33251.915186483784
2022-07-31,SKU_091,Пуховики,8,62636.110870569726
2022-07-31,SKU_092,Пальто,6,89567.68208364402
2022-07-31,SKU_093,Пуховики,7,30009.19799363843
2022-07-31,SKU_094,Пуховики,5,11174.898635008856
2022-07-31,SKU_095,Пальто,14,117888.6561633851
2022-07-31,SKU_096,Пуховики,4,17298.780879509097
2022-07-31,SKU_097,Жакеты,30,202922.8259873154
2022-07-31,SKU_098,Куртки,17,198461.68559550028
2022-07-31,SKU_099,Куртки,19,216072.16129027592
2022-07-31,SKU_100,Пальто,8,48038.32235264848
2022-07-31,SKU_101,Плащи,19,172007.43694706014
2022-07-31,SKU_102,Пальто,7,60302.08099232716
2022-07-31,SKU_103,Плащи,20,205446.4807283328
2022-07-31,SKU_104,Куртки,10,52560.03641872594
2022-07-31,SKU_105,Пальто,11,106351.53120115776
2022-07-31,SKU_106,Жакеты,23,338688.9646242277
2022-07-31,SKU_107,Пуховики,5,41638.239942364584
2022-07-31,SKU_108,Плащи,18,248027.11632614164
2022-07-31,SKU_109,Пуховики,6,45882.76050981344
2022-07-31,SKU_110,Пуховики,6,39306.1158001847
2022-07-31,SKU_111,Пальто,6,62318.06223838406
2022-07-31,SKU_112,Пуховики,1,10696.012775620295
2022-07-31,SKU_113,Жакеты,21,277917.74526462954
2022-07-31,SKU_114,Пуховики,5,24962.042435701096
2022-07-31,SKU_115,Пальто,8,67916.11150801423
2022-07-31,SKU_116,Жакеты,33,311389.8014607396
2022-07-31,SKU_117,Куртки,25,299780.0546495504
2022-07-31,SKU_118,Пуховики,7,17967.943229653472
2022-07-31,SKU_119,Пальто,12,179149.8796843852
2022-07-31,SKU_120,Куртки,17,137857.7375919984
2022-07-31,SKU_121,Куртки,21,118319.97331051508
2022-07-31,SKU_122,Плащи,16,215766.75663138187
2022-07-31,SKU_123,Жакеты,23,269567.91339532676
2022-07-31,SKU_124,Пуховики,6,86339.60406786835
2022-07-31,SKU_125,Пальто,8,50398.031685733426
2022-07-31,SKU_126,Плащи,25,229648.61422153423
2022-07-31,SKU_127,Жакеты,37,349272.67767117324
2022-07-31,SKU_128,Плащи,14,206420.3482363203
2022-07-31,SKU_129,Жакеты,23,68528.53054583233
2022-07-31,SKU_130,Жакеты,23,137403.4087668674
2022-07-31,SKU_131,Пуховики,7,31372.90383468149
2022-07-31,SKU_132,Жакеты,29,159215.0210475891
2022-07-31,SKU_133,Плащи,29,240950.51260217102
2022-07-31,SKU_134,Жакеты,27,184813.0903500113
2022-07-31,SKU_135,Пуховики,5,35654.94534261569
2022-07-31,SKU_136,Пуховики,6,77848.6249766523
2022-07-31,SKU_137,Плащи,16,225443.50164065303
2022-07-31,SKU_138,Куртки,19,55392.784319837345
2022-07-31,SKU_139,Куртки,21,99034.80990899332
2022-07-31,SKU_140,Жакеты,26,278846.50868652907
2022-07-31,SKU_141,Пальто,12,79948.89788220156
2022-07-31,SKU_142,Жакеты,34,180340.33288882452
2022-07-31,SKU_143,Плащи,17,99259.22004058545
2022-07-31,SKU_144,Плащи,23,142442.67850734157
2022-07-31,SKU_145,Плащи,16,208523.3173443323
2022-07-31,SKU_146,Плащи,26,98178.01002740575
2022-07-31,SKU_147,Плащи,28,314043.60287528316
2022-07-31,SKU_148,Пуховики,2,18373.3193996056
2022-07-31,SKU_149,Куртки,27,158075.06042037727
2022-07-31,SKU_150,Плащи,20,149143.0226760319
2022-08-31,SKU_001,Плащи,22,145901.18169001484
2022-08-31,SKU_002,Жакеты,26,358508.01324246486
2022-08-31,SKU_003,Пуховики,7,38764.03469400181
2022-08-31,SKU_004,Жакеты,33,343859.0617122444
2022-08-31,SKU_005,Жакеты,23,46155.59272159943
2022-08-31,SKU_006,Куртки,17,111917.71724985135
2022-08-31,SKU_007,Пуховики,8,47697.25084843502
2022-08-31,SKU_008,Пуховики,7,28983.682636007696
2022-08-31,SKU_009,Пуховики,3,26829.48735564224
2022-08-31,SKU_010,Жакеты,23,190964.16143633597
2022-08-31,SKU_011,Плащи,24,264040.04226176435
2022-08-31,SKU_012,Пуховики,9,49521.24305442701
2022-08-31,SKU_013,Жакеты,33,170729.84904429514
2022-08-31,SKU_014,Куртки,27,113070.15580269862
2022-08-31,SKU_015,Плащи,22,106566.5667978981
2022-08-31,SKU_016,Куртки,23,212872.498603185
2022-08-31,SKU_017,Плащи,17,123247.79380382702
2022-08-31,SKU_018,Жакеты,33,93838.77400975308
2022-08-31,SKU_019,Пальто,8,42407.20304917185
2022-08-31,SKU_020,Плащи,19,98978.3875211345
2022-08-31,SKU_021,Куртки,18,198935.19984451047
2022-08-31,SKU_022,Жакеты,25,281487.9417254437
2022-08-31,SKU_023,Плащи,20,78502.60178788398
2022-08-31,SKU_024,Пальто,13,194618.14197327118
2022-08-31,SKU_025,Пальто,6,32808.919113472235
2022-08-31,SKU_026,Пуховики,9,132263.9498324204
2022-08-31,SKU_027,Пуховики,5,36717.40586568503
2022-08-31,SKU_028,Куртки,29,70460.12630350675
2022-08-31,SKU_029,Плащи,21,136204.45071128444
2022-08-31,SKU_030,Плащи,21,215177.9171034723
2022-08-31,SKU_031,Пуховики,13,141039.2213127556
2022-08-31,SKU_032,Плащи,24,213651.58999494655
2022-08-31,SKU_033,Плащи,20,156423.62278900383
2022-08-31,SKU_034,Пальто,8,73500.88126341811
2022-08-31,SKU_035,Пуховики,3,29115.17223129635
2022-08-31,SKU_036,Жакеты,23,70175.14457348186
2022-08-31,SKU_037,Пуховики,9,61249.57135918432
2022-08-31,SKU_038,Жакеты,39,200775.08870665493
2022-08-31,SKU_039,Пальто,7,87085.71783057053
2022-08-31,SKU_040,Куртки,18,146050.348460373
2022-08-31,SKU_041,Плащи,26,384397.0216224569
2022-08-31,SKU_042,Пальто,5,35923.588758895945
2022-08-31,SKU_043,Плащи,22,277499.5157407438
2022-08-31,SKU_044,Куртки,17,210434.2726215858
2022-08-31,SKU_045,Куртки,23,91064.54564566341
2022-08-31,SKU_046,Пальто,9,77459.25687866409
2022-08-31,SKU_047,Куртки,20,220911.32976562926
2022-08-31,SKU_048,Жакеты,25,328966.61156445893
2022-08-31,SKU_049,Куртки,22,137224.24688773902
2022-08-31,SKU_050,Плащи,22,106988.93960374681
2022-08-31,SKU_051,Плащи,22,247388.7662772731
2022-08-31,SKU_052,Плащи,27,338134.8671950401
2022-08-31,SKU_053,Плащи,24,156783.78803501956
2022-08-31,SKU_054,Жакеты,29,94258.55976146563
2022-08-31,SKU_055,Пуховики,8,113814.41950691881
2022-08-31,SKU_056,Пальто,14,100358.10783792906
2022-08-31,SKU_057,Плащи,17,148423.0484665731
2022-08-31,SKU_058,Куртки,16,206243.70202872422
2022-08-31,SKU_059,Плащи,23,248031.34499474496
2022-08-31,SKU_060,Куртки,23,265829.6196529909
2022-08-31,SKU_061,Куртки,15,70768.96604385416
2022-08-31,SKU_062,Плащи,24,216931.76783420055
2022-08-31,SKU_063,Жакеты,31,342401.1129360681
2022-08-31,SKU_064,Куртки,22,109365.3062340277
2022-08-31,SKU_065,Куртки,19,81213.86699269623
2022-08-31,SKU_066,Плащи,18,265827.3923390879
2022-08-31,SKU_067,Куртки,25,217906.66466307966
2022-08-31,SKU_068,Куртки,17,91643.2476375204
2022-08-31,SKU_069,Плащи,24,358831.15432447236
2022-08-31,SKU_070,Плащи,15,218256.77350131475
2022-08-31,SKU_071,Пальто,5,46289.074484461344
2022-08-31,SKU_072,Жакеты,30,404228.17384384247
2022-08-31,SKU_073,Жакеты,31,138048.96466157588
2022-08-31,SKU_074,Куртки,20,112506.5516739673
2022-08-31,SKU_075,Жакеты,35,388662.81263761094
2022-08-31,SKU_076,Куртки,18,234118.7072837636
2022-08-31,SKU_077,Пальто,15,196983.23691622802
2022-08-31,SKU_078,Плащи,12,87103.26783106166
2022-08-31,SKU_079,Плащи,20,270820.22567784955
2022-08-31,SKU_080,Плащи,20,261241.3966795533
2022-08-31,SKU_081,Жакеты,27,382407.88297155255
2022-08-31,SKU_082,Пальто,13,158722.57003825647
2022-08-31,SKU_083,Жакеты,30,320905.41933854914
2022-08-31,SKU_084,Жакеты,31,296016.7084388912
2022-08-31,SKU_085,Пальто,12,82076.11158363192
2022-08-31,SKU_086,Пальто,11,156439.0822714623
2022-08-31,SKU_087,Пальто,7,102603.40914473387
2022-08-31,SKU_088,Пальто,3,17072.918014761162
2022-08-31,SKU_089,Плащи,23,137303.79424297364
2022-08-31,SKU_090,Пуховики,3,24938.936389862836
2022-08-31,SKU_091,Пуховики,5,39147.56929410608
2022-08-31,SKU_092,Пальто,10,149279.47013940668
2022-08-31,SKU_093,Пуховики,0,0.0
2022-08-31,SKU_094,Пуховики,7,15644.858089012398
2022-08-31,SKU_095,Пальто,7,58944.32808169255
2022-08-31,SKU_096,Пуховики,4,17298.780879509097
2022-08-31,SKU_097,Жакеты,27,182630.54338858384
2022-08-31,SKU_098,Куртки,20,233484.3359947062
2022-08-31,SKU_099,Куртки,22,250188.81833610896
2022-08-31,SKU_100,Пальто,16,96076.64470529696
2022-08-31,SKU_101,Плащи,15,135795.34495820536
2022-08-31,SKU_102,Пальто,13,111989.57898575043
2022-08-31,SKU_103,Плащи,24,246535.77687399933
2022-08-31,SKU_104,Куртки,20,105120.07283745188
2022-08-31,SKU_105,Пальто,8,77346.56814629656
2022-08-31,SKU_106,Жакеты,23,338688.9646242277
2022-08-31,SKU_107,Пуховики,7,58293.53591931041
2022-08-31,SKU_108,Плащи,25,344482.10600853
2022-08-31,SKU_109,Пуховики,10,76471.26751635573
2022-08-31,SKU_110,Пуховики,6,39306.1158001847
2022-08-31,SKU_111,Пальто,15,155795.15559596015
2022-08-31,SKU_112,Пуховики,4,42784.05110248118
2022-08-31,SKU_113,Жакеты,38,502898.77714552014
2022-08-31,SKU_114,Пуховики,4,19969.633948560877
2022-08-31,SKU_115,Пальто,7,59426.59756951245
2022-08-31,SKU_116,Жакеты,23,217029.25556354574
2022-08-31,SKU_117,Куртки,21,251815.24590562235
2022-08-31,SKU_118,Пуховики,7,17967.943229653472
2022-08-31,SKU_119,Пальто,11,164220.72304401977
2022-08-31,SKU_120,Куртки,15,121639.18022823388
2022-08-31,SKU_121,Куртки,16,90148.55109372578
2022-08-31,SKU_122,Плащи,18,242737.6012103046
2022-08-31,SKU_123,Жакеты,27,316449.2896379923
2022-08-31,SKU_124,Пуховики,1,14389.934011311392
2022-08-31,SKU_125,Пальто,6,37798.52376430007
2022-08-31,SKU_126,Плащи,30,275578.3370658411
2022-08-31,SKU_127,Жакеты,27,254874.65667896427
2022-08-31,SKU_128,Плащи,17,250653.28000124608
2022-08-31,SKU_129,Жакеты,34,101303.04515470867
2022-08-31,SKU_130,Жакеты,32,191169.96002346766
2022-08-31,SKU_131,Пуховики,8,35854.74723963599
2022-08-31,SKU_132,Жакеты,28,153724.84790801705
2022-08-31,SKU_133,Плащи,15,124629.57548388155
2022-08-31,SKU_134,Жакеты,30,205347.87816667923
2022-08-31,SKU_135,Пуховики,3,21392.967205569417
2022-08-31,SKU_136,Пуховики,2,25949.541658884096
2022-08-31,SKU_137,Плащи,27,380435.909018602
2022-08-31,SKU_138,Куртки,22,64139.01342296956
2022-08-31,SKU_139,Куртки,12,56591.31994799619
2022-08-31,SKU_140,Жакеты,33,353920.5687175177
2022-08-31,SKU_141,Пальто,8,53299.265254801045
2022-08-31,SKU_142,Жакеты,35,185644.46032673112
2022-08-31,SKU_143,Плащи,25,145969.44123615508
2022-08-31,SKU_144,Плащи,17,105283.71889673072
2022-08-31,SKU_145,Плащи,25,325817.6833505192
2022-08-31,SKU_146,Плащи,25,94401.93271865937
2022-08-31,SKU_147,Плащи,15,168237.64439747314
2022-08-31,SKU_148,Пуховики,2,18373.3193996056
2022-08-31,SKU_149,Куртки,14,81964.84614389931
2022-08-31,SKU_150,Плащи,28,208800.23174644465
2022-09-30,SKU_001,Плащи,48,318329.8509600324
2022-09-30,SKU_002,Жакеты,33,455029.40142312844
2022-09-30,SKU_003,Пуховики,63,348876.31224601634
2022-09-30,SKU_004,Жакеты,49,510578.6067848478
2022-09-30,SKU_005,Жакеты,39,78263.83113662513
2022-09-30,SKU_006,Куртки,85,559588.5862492567
2022-09-30,SKU_007,Пуховики,60,357729.38136326266
2022-09-30,SKU_008,Пуховики,52,215307.3567246286
2022-09-30,SKU_009,Пуховики,68,608135.0467278907
2022-09-30,SKU_010,Жакеты,44,365322.74361733836
2022-09-30,SKU_011,Плащи,45,495075.0792408082
2022-09-30,SKU_012,Пуховики,62,341146.3410416083
2022-09-30,SKU_013,Жакеты,56,289723.3801963796
2022-09-30,SKU_014,Куртки,71,297332.6319256149
2022-09-30,SKU_015,Плащи,48,232508.87301359585
2022-09-30,SKU_016,Куртки,83,768192.0601767112
2022-09-30,SKU_017,Плащи,36,260995.3280551631
2022-09-30,SKU_018,Жакеты,62,176303.15116983914
2022-09-30,SKU_019,Пальто,50,265045.01905732404
2022-09-30,SKU_020,Плащи,41,213584.94149297444
2022-09-30,SKU_021,Куртки,79,873104.4882064626
2022-09-30,SKU_022,Жакеты,43,484159.2597677631
2022-09-30,SKU_023,Плащи,38,149154.94339697956
2022-09-30,SKU_024,Пальто,45,673678.183753631
2022-09-30,SKU_025,Пальто,54,295280.2720212501
2022-09-30,SKU_026,Пуховики,53,778887.7045686978
2022-09-30,SKU_027,Пуховики,90,660913.3055823306
2022-09-30,SKU_028,Куртки,73,177365.14552262044
2022-09-30,SKU_029,Плащи,27,175120.00805736572
2022-09-30,SKU_030,Плащи,40,409862.69924470916
2022-09-30,SKU_031,Пуховики,61,661799.42308293
2022-09-30,SKU_032,Плащи,38,338281.68415866536
2022-09-30,SKU_033,Плащи,48,375416.69469360914
2022-09-30,SKU_034,Пальто,53,486943.33837014495
2022-09-30,SKU_035,Пуховики,70,679354.0187302482
2022-09-30,SKU_036,Жакеты,62,189167.78102416848
2022-09-30,SKU_037,Пуховики,54,367497.4281551059
2022-09-30,SKU_038,Жакеты,48,247107.80148511374
2022-09-30,SKU_039,Пальто,48,597159.207981055
2022-09-30,SKU_040,Куртки,72,584201.393841492
2022-09-30,SKU_041,Плащи,36,532242.0299387865
2022-09-30,SKU_042,Пальто,55,395159.4763478554
2022-09-30,SKU_043,Плащи,46,580226.2601851916
2022-09-30,SKU_044,Куртки,73,903629.523610339
2022-09-30,SKU_045,Куртки,70,277152.96500854084
2022-09-30,SKU_046,Пальто,62,533608.2140530193
2022-09-30,SKU_047,Куртки,66,729007.3882265766
2022-09-30,SKU_048,Жакеты,50,657933.2231289179
2022-09-30,SKU_049,Куртки,69,430385.1379660906
2022-09-30,SKU_050,Плащи,41,199388.47835243726
2022-09-30,SKU_051,Плащи,36,404817.9811809923
2022-09-30,SKU_052,Плащи,51,638699.1935906314
2022-09-30,SKU_053,Плащи,42,274371.62906128424
2022-09-30,SKU_054,Жакеты,54,175515.9388661774
2022-09-30,SKU_055,Пуховики,67,953195.7633704451
2022-09-30,SKU_056,Пальто,61,437274.6127224052
2022-09-30,SKU_057,Плащи,46,401615.3076154331
2022-09-30,SKU_058,Куртки,87,1121450.129781188
2022-09-30,SKU_059,Плащи,34,366655.0317313621
2022-09-30,SKU_060,Куртки,62,716584.1921080623
2022-09-30,SKU_061,Куртки,73,344408.9680800903
2022-09-30,SKU_062,Плащи,38,343475.29907081753
2022-09-30,SKU_063,Жакеты,42,463898.2820424148
2022-09-30,SKU_064,Куртки,86,427518.92436938104
2022-09-30,SKU_065,Куртки,71,303483.39770954906
2022-09-30,SKU_066,Плащи,39,575959.3500680238
2022-09-30,SKU_067,Куртки,79,688585.0603353317
2022-09-30,SKU_068,Куртки,85,458216.23818760196
2022-09-30,SKU_069,Плащи,42,627954.5200678266
2022-09-30,SKU_070,Плащи,32,465614.4501361381
2022-09-30,SKU_071,Пальто,46,425859.4852570444
2022-09-30,SKU_072,Жакеты,44,592867.9883043023
2022-09-30,SKU_073,Жакеты,37,164768.11911220348
2022-09-30,SKU_074,Куртки,69,388147.6032751872
2022-09-30,SKU_075,Жакеты,51,566337.2412719474
2022-09-30,SKU_076,Куртки,72,936474.8291350544
2022-09-30,SKU_077,Пальто,58,761668.5160760818
2022-09-30,SKU_078,Плащи,47,341154.46567165817
2022-09-30,SKU_079,Плащи,42,568722.4739234841
2022-09-30,SKU_080,Плащи,43,561669.0028610396
2022-09-30,SKU_081,Жакеты,41,580693.451919765
2022-09-30,SKU_082,Пальто,66,805822.2786557636
2022-09-30,SKU_083,Жакеты,53,566932.9074981035
2022-09-30,SKU_084,Жакеты,46,439250.59961899987
2022-09-30,SKU_085,Пальто,46,314625.0944039224
2022-09-30,SKU_086,Пальто,56,796417.1461092626
2022-09-30,SKU_087,Пальто,61,894115.4225469666
2022-09-30,SKU_088,Пальто,50,284548.6335793527
2022-09-30,SKU_089,Плащи,33,197001.09608774478
2022-09-30,SKU_090,Пуховики,70,581908.5157634662
2022-09-30,SKU_091,Пуховики,73,571554.5116939488
2022-09-30,SKU_092,Пальто,55,821037.0857667368
2022-09-30,SKU_093,Пуховики,67,287230.8950819679
2022-09-30,SKU_094,Пуховики,66,147508.6619821169
2022-09-30,SKU_095,Пальто,46,387348.4416796939
2022-09-30,SKU_096,Пуховики,73,315702.751051041
2022-09-30,SKU_097,Жакеты,54,365261.0867771677
2022-09-30,SKU_098,Куртки,77,898914.6935796188
2022-09-30,SKU_099,Куртки,82,932521.9592527698
2022-09-30,SKU_100,Пальто,57,342273.04676262045
2022-09-30,SKU_101,Плащи,41,371173.9428857613
2022-09-30,SKU_102,Пальто,44,379041.6519517707
2022-09-30,SKU_103,Плащи,44,451982.25760233216
2022-09-30,SKU_104,Куртки,71,373176.25857295416
2022-09-30,SKU_105,Пальто,54,522089.3349875018
2022-09-30,SKU_106,Жакеты,51,751005.965036331
2022-09-30,SKU_107,Пуховики,74,616245.9511469958
2022-09-30,SKU_108,Плащи,42,578729.9380943305
2022-09-30,SKU_109,Пуховики,61,466474.73184976995
2022-09-30,SKU_110,Пуховики,88,576489.698402709
2022-09-30,SKU_111,Пальто,69,716657.7157414167
2022-09-30,SKU_112,Пуховики,63,673848.8048640785
2022-09-30,SKU_113,Жакеты,62,820519.057447954
2022-09-30,SKU_114,Пуховики,70,349468.59409981535
2022-09-30,SKU_115,Пальто,48,407496.6690480854
2022-09-30,SKU_116,Жакеты,42,396314.292768214
2022-09-30,SKU_117,Куртки,83,995269.7814365074
2022-09-30,SKU_118,Пуховики,68,174545.73423091942
2022-09-30,SKU_119,Пальто,44,656882.8921760791
2022-09-30,SKU_120,Куртки,81,656851.573232463
2022-09-30,SKU_121,Куртки,88,495817.0310154918
2022-09-30,SKU_122,Плащи,48,647300.2698941457
2022-09-30,SKU_123,Жакеты,53,621178.2352153182
2022-09-30,SKU_124,Пуховики,69,992905.446780486
2022-09-30,SKU_125,Пальто,52,327587.20595726726
2022-09-30,SKU_126,Плащи,44,404181.5610299002
2022-09-30,SKU_127,Жакеты,49,462550.30286182405
2022-09-30,SKU_128,Плащи,33,486562.2494141836
2022-09-30,SKU_129,Жакеты,57,169831.575700541
2022-09-30,SKU_130,Жакеты,53,316625.2462888683
2022-09-30,SKU_131,Пуховики,61,273392.4477022244
2022-09-30,SKU_132,Жакеты,50,274508.6569786019
2022-09-30,SKU_133,Плащи,37,307419.61952690786
2022-09-30,SKU_134,Жакеты,44,301176.8879777962
2022-09-30,SKU_135,Пуховики,65,463514.289454004
2022-09-30,SKU_136,Пуховики,70,908233.9580609434
2022-09-30,SKU_137,Плащи,49,690420.7237745
2022-09-30,SKU_138,Куртки,66,192417.0402689087
2022-09-30,SKU_139,Куртки,94,443298.6729259701
2022-09-30,SKU_140,Жакеты,48,514793.5544982075
2022-09-30,SKU_141,Пальто,65,433056.5301952585
2022-09-30,SKU_142,Жакеты,43,228077.47982998396
2022-09-30,SKU_143,Плащи,51,297777.6601217564
2022-09-30,SKU_144,Плащи,38,235340.07753386867
2022-09-30,SKU_145,Плащи,34,443112.0493567061
2022-09-30,SKU_146,Плащи,43,162371.32427609412
2022-09-30,SKU_147,Плащи,40,448633.71839326166
2022-09-30,SKU_148,Пуховики,63,578759.5610875764
2022-09-30,SKU_149,Куртки,67,392260.33511723246
2022-09-30,SKU_150,Плащи,40,298286.0453520638
2022-10-31,SKU_001,Плащи,30,198956.15685002023
2022-10-31,SKU_002,Жакеты,47,648072.1777844557
2022-10-31,SKU_003,Пуховики,65,359951.75073001685
2022-10-31,SKU_004,Жакеты,48,500158.63521781005
2022-10-31,SKU_005,Жакеты,50,100338.24504695529
2022-10-31,SKU_006,Куртки,74,487171.2397934706
2022-10-31,SKU_007,Пуховики,70,417350.9449238064
2022-10-31,SKU_008,Пуховики,68,281555.7741783605
2022-10-31,SKU_009,Пуховики,74,661794.0214391752
2022-10-31,SKU_010,Жакеты,54,448350.6398940062
2022-10-31,SKU_011,Плащи,47,517078.41609595524
2022-10-31,SKU_012,Пуховики,66,363155.7823991314
2022-10-31,SKU_013,Жакеты,42,217292.5351472847
2022-10-31,SKU_014,Куртки,79,330834.90031159966
2022-10-31,SKU_015,Плащи,38,184069.5244690967
2022-10-31,SKU_016,Куртки,72,666383.4738882313
2022-10-31,SKU_017,Плащи,45,326244.1600689539
2022-10-31,SKU_018,Жакеты,35,99525.9724345866
2022-10-31,SKU_019,Пальто,54,286248.62058190996
2022-10-31,SKU_020,Плащи,40,208375.55267607264
2022-10-31,SKU_021,Куртки,82,906260.3548472144
2022-10-31,SKU_022,Жакеты,36,405342.6360846389
2022-10-31,SKU_023,Плащи,47,184481.11420152735
2022-10-31,SKU_024,Пальто,69,1032973.2150889009
2022-10-31,SKU_025,Пальто,50,273407.6592789353
2022-10-31,SKU_026,Пуховики,69,1014023.6153818896
2022-10-31,SKU_027,Пуховики,70,514043.68211959046
2022-10-31,SKU_028,Куртки,75,182224.46457803468
2022-10-31,SKU_029,Плащи,48,311324.4587686502
2022-10-31,SKU_030,Плащи,43,440602.40168806235
2022-10-31,SKU_031,Пуховики,74,802838.6443956856
2022-10-31,SKU_032,Плащи,30,267064.4874936832
2022-10-31,SKU_033,Плащи,29,226814.25304405554
2022-10-31,SKU_034,Пальто,43,395067.23679087235
2022-10-31,SKU_035,Пуховики,69,669648.9613198161
2022-10-31,SKU_036,Жакеты,46,140350.2891469637
2022-10-31,SKU_037,Пуховики,64,435552.5074430885
2022-10-31,SKU_038,Жакеты,39,200775.08870665493
2022-10-31,SKU_039,Пальто,46,572277.5743151777
2022-10-31,SKU_040,Куртки,79,640998.7515760815
2022-10-31,SKU_041,Плащи,50,739225.0415816479
2022-10-31,SKU_042,Пальто,46,330497.01658184273
2022-10-31,SKU_043,Плащи,46,580226.2601851916
2022-10-31,SKU_044,Куртки,56,693195.2509887533
2022-10-31,SKU_045,Куртки,64,253396.9965792373
2022-10-31,SKU_046,Пальто,48,413116.0366862085
2022-10-31,SKU_047,Куртки,79,872599.7525742357
2022-10-31,SKU_048,Жакеты,50,657933.2231289179
2022-10-31,SKU_049,Куртки,79,492759.7956423356
2022-10-31,SKU_050,Плащи,39,189662.211115733
2022-10-31,SKU_051,Плащи,42,472287.6447111577
2022-10-31,SKU_052,Плащи,41,513464.05759246834
2022-10-31,SKU_053,Плащи,36,235175.68205252933
2022-10-31,SKU_054,Жакеты,45,146263.28238848117
2022-10-31,SKU_055,Пуховики,58,825154.5414251614
2022-10-31,SKU_056,Пальто,50,358421.8137068895
2022-10-31,SKU_057,Плащи,44,384153.7725017186
2022-10-31,SKU_058,Куртки,77,992547.8160132352
2022-10-31,SKU_059,Плащи,52,560766.5191185538
2022-10-31,SKU_060,Куртки,86,993971.6213111832
2022-10-31,SKU_061,Куртки,74,349126.89914968057
2022-10-31,SKU_062,Плащи,43,388669.41736960935
2022-10-31,SKU_063,Жакеты,50,552259.8595743034
2022-10-31,SKU_064,Куртки,66,328095.9187020831
2022-10-31,SKU_065,Куртки,69,294934.56960505474
2022-10-31,SKU_066,Плащи,49,723641.2347008504
2022-10-31,SKU_067,Куртки,76,662436.2605757621
2022-10-31,SKU_068,Куртки,72,388136.1076412629
2022-10-31,SKU_069,Плащи,30,448538.94290559046
2022-10-31,SKU_070,Плащи,54,785724.3846047331
2022-10-31,SKU_071,Пальто,53,490664.18953529024
2022-10-31,SKU_072,Жакеты,40,538970.8984584566
2022-10-31,SKU_073,Жакеты,55,244925.58246408624
2022-10-31,SKU_074,Куртки,72,405023.5860262823
2022-10-31,SKU_075,Жакеты,49,544127.9376926553
2022-10-31,SKU_076,Куртки,81,1053534.182776936
2022-10-31,SKU_077,Пальто,45,590949.7107486841
2022-10-31,SKU_078,Плащи,37,268568.40914577345
2022-10-31,SKU_079,Плащи,40,541640.4513556991
2022-10-31,SKU_080,Плащи,37,483296.58385717357
